pokemon_1,type_1,hp_1,attack_1,defense_1,speed_1,pokemon_2,type_2,hp_2,attack_2,defense_2,speed_2,type_mult_1_vs_2,type_mult_2_vs_1,hp_diff,attack_diff,defense_diff,speed_diff,stat_total_diff,turns,winner
Hitmonchan,Fighting,60,39,27,31,Spearow,Normal,60,22,12,29,2.0,1.0,0,17,15,2,34,1,1
Mr-mime,Psychic,60,17,22,37,Shellder,Water,60,24,35,16,1.0,1.0,0,-7,-13,21,1,4,0
Pidgey,Normal,60,17,14,23,Electrode,Electric,66,19,24,60,1.0,1.0,-6,-2,-10,-37,-55,3,0
Butterfree,Bug,66,17,17,29,Krabby,Water,60,39,31,21,1.0,1.0,6,-22,-14,8,-22,3,0
Magnemite,Electric,60,15,24,18,Dragonair,Dragon,67,31,22,29,0.5,1.0,-7,-16,2,-11,-32,3,0
Dewgong,Water,99,26,28,29,Kakuna,Bug,60,15,17,14,1.0,1.0,39,11,11,15,76,3,1
Growlithe,Fire,60,26,15,25,Exeggcute,Grass,66,15,28,16,2.0,0.5,-6,11,-13,9,1,3,1
Fearow,Normal,71,34,22,42,Ditto,Normal,60,18,16,20,1.0,1.0,11,16,6,22,55,2,1
Machoke,Fighting,88,38,24,18,Persian,Normal,71,26,21,48,2.0,1.0,17,12,3,-30,2,2,1
Mr-mime,Psychic,60,17,22,37,Gengar,Ghost,66,24,21,46,1.0,2.0,-6,-7,1,-9,-21,2,0
Clefairy,Fairy,77,17,16,14,Slowpoke,Water,99,24,22,10,1.0,1.0,-22,-7,-6,4,-31,4,0
Bulbasaur,Grass,60,18,17,18,Gloom,Grass,66,24,24,16,0.5,0.5,-6,-6,-7,2,-17,6,0
Dragonite,Dragon,100,50,33,33,Mr-mime,Psychic,60,17,22,37,1.0,1.0,40,33,11,-4,80,2,1
Lapras,Water,143,32,28,25,Alakazam,Psychic,60,19,15,50,1.0,1.0,83,13,13,-25,84,2,1
Horsea,Water,60,15,24,25,Exeggutor,Grass,104,36,29,23,0.5,2.0,-44,-21,-5,2,-68,2,0
Poliwag,Water,60,19,14,37,Nidorina,Poison,77,23,23,23,1.0,1.0,-17,-4,-9,14,-16,2,0
Psyduck,Water,60,19,16,23,Clefable,Fairy,104,26,25,25,1.0,1.0,-44,-7,-9,-2,-62,3,0
Horsea,Water,60,15,24,25,Graveler,Rock,60,36,40,14,2.0,1.0,0,-21,-16,11,-26,3,0
Venusaur,Grass,88,31,29,33,Kangaskhan,Normal,115,36,28,37,1.0,1.0,-27,-5,1,-4,-35,5,0
Kabuto,Rock,60,30,31,23,Rapidash,Fire,71,38,24,44,2.0,0.5,-11,-8,7,-21,-33,2,1
Lapras,Water,143,32,28,25,Goldeen,Water,60,25,21,26,0.5,0.5,83,7,7,-1,96,5,1
Electabuzz,Electric,71,31,19,44,Weedle,Bug,60,15,12,21,1.0,1.0,11,16,7,23,57,2,1
Weezing,Poison,71,34,42,25,Ivysaur,Grass,66,23,22,25,2.0,0.5,5,11,20,0,36,2,1
Poliwrath,Water,99,36,33,29,Weezing,Poison,71,34,42,25,1.0,1.0,28,2,-9,4,25,5,1
Hitmonlee,Fighting,60,45,18,36,Marowak,Ground,66,30,38,18,1.0,1.0,-6,15,-20,18,7,3,0
Pidgeotto,Normal,69,22,19,29,Clefairy,Fairy,77,17,16,14,1.0,1.0,-8,5,3,15,15,4,1
Aerodactyl,Rock,88,39,22,54,Golduck,Water,88,31,27,35,1.0,2.0,0,8,-5,19,22,2,0
Butterfree,Bug,66,17,17,29,Lapras,Water,143,32,28,25,1.0,1.0,-77,-15,-11,4,-99,3,0
Rhydon,Ground,115,49,42,16,Starmie,Water,66,28,29,48,1.0,2.0,49,21,13,-32,51,3,1
Farfetchd,Normal,60,34,19,25,Nidoran-m,Poison,60,21,14,21,1.0,1.0,0,13,5,4,22,2,1
Sandslash,Ground,82,38,38,27,Farfetchd,Normal,60,34,19,25,1.0,1.0,22,4,19,2,47,2,1
Venusaur,Grass,88,31,29,33,Kabutops,Rock,66,43,36,33,2.0,1.0,22,-12,-7,0,3,3,1
Ivysaur,Grass,66,23,22,25,Metapod,Bug,60,15,19,12,0.5,2.0,6,8,3,13,30,3,0
Nidoran-m,Poison,60,21,14,21,Rhydon,Ground,115,49,42,16,0.5,2.0,-55,-28,-28,5,-106,1,0
Marowak,Ground,66,30,38,18,Omastar,Rock,77,22,43,23,2.0,0.5,-11,8,-5,-5,-13,3,1
Tauros,Normal,82,38,33,46,Abra,Psychic,60,15,12,37,1.0,1.0,22,23,21,9,75,2,1
Machamp,Fighting,99,49,28,23,Electabuzz,Electric,71,31,19,44,1.0,1.0,28,18,9,-21,34,2,1
Rhydon,Ground,115,49,42,16,Rhyhorn,Ground,88,32,33,10,1.0,1.0,27,17,9,6,59,4,1
Nidoran-m,Poison,60,21,14,21,Growlithe,Fire,60,26,15,25,1.0,1.0,0,-5,-1,-4,-10,2,0
Victreebel,Grass,88,39,22,29,Muk,Poison,115,39,26,21,0.5,2.0,-27,0,-4,8,-23,2,0
Tangela,Grass,71,20,40,25,Magneton,Electric,60,22,33,29,1.0,0.5,11,-2,7,-4,12,7,1
Squirtle,Water,60,18,22,18,Sandshrew,Ground,60,28,29,16,2.0,1.0,0,-10,-7,2,-15,3,1
Tentacool,Water,60,15,12,29,Seel,Water,71,17,19,18,0.5,0.5,-11,-2,-7,11,-9,6,0
Nidoran-m,Poison,60,21,14,21,Gengar,Ghost,66,24,21,46,0.5,1.0,-6,-3,-7,-25,-41,3,0
Vaporeon,Water,143,24,21,27,Onix,Rock,60,17,50,29,2.0,1.0,83,7,-29,-2,59,4,1
Onix,Rock,60,17,50,29,Nidoqueen,Poison,99,34,30,31,1.0,0.5,-39,-17,20,-2,-38,10,1
Krabby,Water,60,39,31,21,Exeggutor,Grass,104,36,29,23,0.5,2.0,-44,3,2,-2,-41,2,0
Onix,Rock,60,17,50,29,Hitmonlee,Fighting,60,45,18,36,0.5,2.0,0,-28,32,-7,-3,2,0
Rattata,Normal,60,21,12,30,Clefairy,Fairy,77,17,16,14,1.0,1.0,-17,4,-4,16,-1,3,0
Dratini,Dragon,60,24,15,21,Hitmonchan,Fighting,60,39,27,31,1.0,1.0,0,-15,-12,-10,-37,2,0
Mew,Psychic,110,38,35,42,Mr-mime,Psychic,60,17,22,37,0.5,0.5,50,21,13,5,89,5,1
Golbat,Poison,82,30,24,37,Mr-mime,Psychic,60,17,22,37,1.0,2.0,22,13,2,0,37,3,1
Rhyhorn,Ground,88,32,33,10,Eevee,Normal,60,20,17,23,1.0,1.0,28,12,16,-13,43,2,1
Tauros,Normal,82,38,33,46,Metapod,Bug,60,15,19,12,1.0,1.0,22,23,14,34,93,2,1
Weepinbell,Grass,71,34,17,23,Omanyte,Rock,60,15,35,14,2.0,1.0,11,19,-18,9,21,2,1
Mr-mime,Psychic,60,17,22,37,Seaking,Water,88,34,22,28,1.0,1.0,-28,-17,0,9,-36,3,0
Weezing,Poison,71,34,42,25,Grimer,Poison,88,30,17,10,0.5,0.5,-17,4,25,15,27,6,1
Vulpix,Fire,60,15,14,27,Weedle,Bug,60,15,12,21,2.0,0.5,0,0,2,6,8,2,1
Nidoran-f,Poison,60,17,18,17,Wartortle,Water,64,23,28,24,1.0,1.0,-4,-6,-10,-7,-27,3,0
Magikarp,Water,60,15,19,33,Dragonite,Dragon,100,50,33,33,0.5,1.0,-40,-35,-14,0,-89,2,0
Machoke,Fighting,88,38,24,18,Sandshrew,Ground,60,28,29,16,1.0,1.0,28,10,-5,2,35,3,1
Kabutops,Rock,66,43,36,33,Squirtle,Water,60,18,22,18,1.0,2.0,6,25,14,15,60,2,1
Mr-mime,Psychic,60,17,22,37,Blastoise,Water,86,31,35,32,1.0,1.0,-26,-14,-13,5,-48,3,0
Tangela,Grass,71,20,40,25,Seel,Water,71,17,19,18,2.0,0.5,0,3,21,7,31,3,1
Charmander,Fire,60,19,15,27,Abra,Psychic,60,15,12,37,1.0,1.0,0,4,3,-10,-3,3,1
Slowbro,Water,104,28,38,12,Clefairy,Fairy,77,17,16,14,1.0,1.0,27,11,22,-2,58,3,1
Metapod,Bug,60,15,19,12,Rhydon,Ground,115,49,42,16,1.0,0.5,-55,-34,-23,-4,-116,4,0
Magikarp,Water,60,15,19,33,Sandshrew,Ground,60,28,29,16,2.0,1.0,0,-13,-10,17,-6,3,1
Metapod,Bug,60,15,19,12,Nidoran-f,Poison,60,17,18,17,0.5,1.0,0,-2,1,-5,-6,4,0
Doduo,Normal,60,32,15,31,Electrode,Electric,66,19,24,60,1.0,1.0,-6,13,-9,-29,-31,3,0
Vileplume,Grass,82,30,29,21,Hypno,Psychic,93,27,24,28,1.0,1.0,-11,3,5,-7,-10,5,0
Dewgong,Water,99,26,28,29,Machoke,Fighting,88,38,24,18,1.0,1.0,11,-12,4,11,14,5,1
Wigglytuff,Normal,154,26,15,18,Abra,Psychic,60,15,12,37,1.0,1.0,94,11,3,-19,89,2,1
Ditto,Normal,60,18,16,20,Venonat,Bug,66,20,17,18,1.0,1.0,-6,-2,-1,2,-7,3,0
Kingler,Water,60,49,40,31,Lickitung,Normal,99,20,26,12,1.0,1.0,-39,29,14,19,23,4,1
